GOID	Ontology	Definition	Level
GO:0060624	BP	regulation of ascospore wall (1->3)-beta-D-glucan biosynthetic process	6
GO:0060625	BP	regulation of protein deneddylation	7
GO:0060626	BP	regulation of cullin deneddylation	8
GO:0060627	BP	regulation of vesicle-mediated transport	4
GO:0060628	BP	regulation of ER to Golgi vesicle-mediated transport	5
GO:0060629	BP	regulation of homologous chromosome segregation	5
GO:0060630	BP	regulation of M/G1 transition of mitotic cell cycle	5
GO:0060631	BP	regulation of meiosis I	6
GO:0060632	BP	regulation of microtubule-based movement	5
GO:0060633	BP	negative regulation of transcription initiation from RNA polymerase II promoter	6
GO:0060634	BP	regulation of 4,6-pyruvylated galactose residue biosynthetic process	6
GO:0060635	BP	positive regulation of (1->3)-beta-D-glucan biosynthetic process	6
GO:0060636	BP	negative regulation of (1->3)-beta-D-glucan biosynthetic process	6
GO:0060637	BP	positive regulation of lactation by mesenchymal-epithelial cell signaling	4
GO:0060638	BP	mesenchymal-epithelial cell signaling	4
GO:0060639	BP	positive regulation of salivary gland formation by mesenchymal-epithelial signaling	5
GO:0060640	BP	positive regulation of dentin-containing tooth bud formation by mesenchymal-epithelial signaling	5
GO:0060641	BP	mammary gland duct regression in males	4
GO:0060642	BP	white fat cell differentiation involved in mammary gland fat development	7
GO:0060643	BP	epithelial cell differentiation involved in mammary gland bud morphogenesis	5
GO:0060644	BP	mammary gland epithelial cell differentiation	6
GO:0060645	BP	peripheral mammary gland bud epithelial cell differentiation	6
GO:0060646	BP	internal mammary gland bud epithelial cell differentiation	6
GO:0060647	BP	mesenchymal cell condensation involved in mammary fat development	5
GO:0060648	BP	mammary gland bud morphogenesis	7
GO:0060649	BP	mammary gland bud elongation	5
GO:0060650	BP	epithelial cell proliferation involved in mammary gland bud elongation	5
GO:0060651	BP	regulation of epithelial cell proliferation involved in mammary gland bud elongation	5
GO:0060652	BP	mammary gland cord morphogenesis	6
GO:0060653	BP	epithelial cell differentiation involved in mammary gland cord morphogenesis	7
GO:0060654	BP	mammary gland cord elongation	6
GO:0060655	BP	branching involved in mammary gland cord morphogenesis	6
GO:0060656	BP	regulation of branching involved in mammary cord morphogenesis by fat precursor cell-epithelial cell signaling	4
GO:0060657	BP	regulation of mammary gland cord elongation by mammary fat precursor cell-epithelial cell signaling	4
GO:0060658	BP	nipple morphogenesis	4
GO:0060659	BP	nipple sheath formation	4
GO:0060660	BP	epidermis morphogenesis involved in nipple formation	5
GO:0060661	BP	submandibular salivary gland formation	4
GO:0060662	BP	salivary gland cavitation	6
GO:0060663	BP	apoptosis involved in salivary gland cavitation	6
GO:0060664	BP	epithelial cell proliferation involved in salivary gland morphogenesis	4
GO:0060665	BP	regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling	5
GO:0060666	BP	dichotomous subdivision of terminal units involved in salivary gland branching	6
GO:0060667	BP	branch elongation involved in salivary gland morphogenesis	6
GO:0060668	BP	regulation of branching involved in salivary gland morphogenesis by extracellular matrix-epithelial cell signaling	4
GO:0060669	BP	embryonic placenta morphogenesis	5
GO:0060670	BP	branching involved in embryonic placenta morphogenesis	5
GO:0060671	BP	epithelial cell differentiation involved in embryonic placenta development	5
GO:0060672	BP	epithelial cell morphogenesis involved in placental branching	5
GO:0060673	BP	cell-cell signaling involved in placenta development	4
GO:0060674	BP	placenta blood vessel development	5
GO:0060675	BP	ureteric bud morphogenesis	6
GO:0060676	BP	ureteric bud formation	7
GO:0060677	BP	ureteric bud elongation	5
GO:0060678	BP	dichotomous subdivision of terminal units involved in ureteric bud branching	6
GO:0060679	BP	trifid subdivision of terminal units involved in ureteric bud branching	6
GO:0060680	BP	lateral sprouting involved in ureteric bud morphogenesis	6
GO:0060681	BP	branch elongation involved in ureteric bud branching	6
GO:0060682	BP	primary ureteric bud growth	6
GO:0060683	BP	regulation of branching involved in salivary gland morphogenesis by epithelial-mesenchymal signaling	5
GO:0060684	BP	epithelial-mesenchymal cell signaling	4
GO:0060685	BP	regulation of prostatic bud formation	4
GO:0060686	BP	negative regulation of prostatic bud formation	4
GO:0060687	BP	regulation of branching involved in prostate gland morphogenesis	4
GO:0060688	BP	regulation of morphogenesis of a branching structure	4
GO:0060689	BP	cell differentiation involved in salivary gland development	5
GO:0060690	BP	epithelial cell differentiation involved in salivary gland development	6
GO:0060691	BP	epithelial cell maturation involved in salivary gland development	6
GO:0060692	BP	mesenchymal cell differentiation involved in salivary gland development	6
GO:0060693	BP	regulation of branching involved in salivary gland morphogenesis	5
GO:0060694	BP	regulation of cholesterol transporter activity	5
GO:0060695	BP	negative regulation of cholesterol transporter activity	5
GO:0060696	BP	regulation of phospholipid catabolic process	6
GO:0060697	BP	positive regulation of phospholipid catabolic process	6
GO:0060698	MF	endoribonuclease inhibitor activity	5
GO:0060699	BP	regulation of endoribonuclease activity	8
GO:0060700	BP	regulation of ribonuclease activity	7
GO:0060701	BP	negative regulation of ribonuclease activity	8
GO:0060702	BP	negative regulation of endoribonuclease activity	9
GO:0060703	MF	deoxyribonuclease inhibitor activity	4
GO:0060704	BP	acinar cell differentiation involved in salivary gland development	6
GO:0060705	BP	neuron differentiation involved in salivary gland development	6
GO:0060706	BP	cell differentiation involved in embryonic placenta development	5
GO:0060707	BP	trophoblast giant cell differentiation	6
GO:0060708	BP	spongiotrophoblast differentiation	5
GO:0060709	BP	glycogen cell development involved in embryonic placenta development	5
GO:0060710	BP	chorio-allantoic fusion	5
GO:0060711	BP	labyrinthine layer development	4
GO:0060712	BP	spongiotrophoblast layer development	4
GO:0060713	BP	labyrinthine layer morphogenesis	5
GO:0060714	BP	labyrinthine layer formation	4
GO:0060715	BP	syncytiotrophoblast cell differentiation involved in labyrinthine layer development	5
GO:0060716	BP	labyrinthine layer blood vessel development	5
GO:0060717	BP	chorion development	4
GO:0060718	BP	chorionic trophoblast cell differentiation	5
GO:0060719	BP	chorionic trophoblast cell development	5
GO:0060720	BP	spongiotrophoblast cell proliferation	4
GO:0060721	BP	regulation of spongiotrophoblast cell proliferation	5
GO:0060722	BP	cell proliferation involved in embryonic placenta development	3
GO:0060723	BP	regulation of cell proliferation involved in embryonic placenta development	4
GO:0060724	MF	coreceptor activity involved in epidermal growth factor receptor signaling pathway	5
GO:0060725	BP	regulation of coreceptor activity	5
GO:0060726	BP	regulation of coreceptor activity involved in epidermal growth factor receptor signaling pathway	6
GO:0060727	BP	positive regulation of coreceptor activity involved in epidermal growth factor receptor signaling pathway	6
GO:0060728	BP	negative regulation of coreceptor activity involved in epidermal growth factor receptor signaling pathway	6
GO:0060729	BP	intestinal epithelial structure maintenance	6
GO:0060730	BP	regulation of intestinal epithelial structure maintenance	4
GO:0060731	BP	positive regulation of intestinal epithelial structure maintenance	4
GO:0060732	BP	positive regulation of inositol phosphate biosynthetic process	6
GO:0060733	BP	regulation of eIF2 alpha phosphorylation by amino acid starvation	5
GO:0060734	BP	regulation of eIF2 alpha phosphorylation by endoplasmic reticulum stress	5
GO:0060735	BP	regulation of eIF2 alpha phosphorylation by dsRNA	5
GO:0060736	BP	prostate gland growth	4
GO:0060737	BP	prostate gland morphogenetic growth	5
GO:0060738	BP	epithelial-mesenchymal signaling involved in prostate gland development	4
GO:0060739	BP	mesenchymal-epithelial cell signaling involved in prostate gland development	4
GO:0060740	BP	prostate gland epithelium morphogenesis	4
GO:0060741	BP	prostate gland stromal morphogenesis	4
GO:0060742	BP	epithelial cell differentiation involved in prostate gland development	4
GO:0060743	BP	epithelial cell maturation involved in prostate gland development	4
GO:0060744	BP	mammary gland branching involved in thelarche	4
GO:0060745	BP	mammary gland branching involved in pregnancy	4
GO:0060746	BP	parental behavior	5
GO:0060747	BP	oral incubation	6
GO:0060748	BP	tertiary branching involved in mammary gland duct morphogenesis	4
GO:0060749	BP	mammary gland alveolus development	4
GO:0060750	BP	epithelial cell proliferation involved in mammary gland duct elongation	5
GO:0060751	BP	branch elongation involved in mammary gland duct branching	6
GO:0060752	BP	intestinal phytosterol absorption	6
GO:0060753	BP	regulation of mast cell chemotaxis	6
GO:0060754	BP	positive regulation of mast cell chemotaxis	6
GO:0060755	BP	negative regulation of mast cell chemotaxis	6
GO:0060756	BP	foraging behavior	4
GO:0060757	BP	adult foraging behavior	5
GO:0060758	BP	foraging behavior by probing substrate	5
GO:0060759	BP	regulation of response to cytokine stimulus	4
GO:0060760	BP	positive regulation of response to cytokine stimulus	4
GO:0060761	BP	negative regulation of response to cytokine stimulus	4
GO:0060762	BP	regulation of branching involved in mammary gland duct morphogenesis	5
GO:0060763	BP	mammary duct terminal end bud growth	5
GO:0060764	BP	cell-cell signaling involved in mammary gland development	4
GO:0060765	BP	regulation of androgen receptor signaling pathway	6
GO:0060766	BP	negative regulation of androgen receptor signaling pathway	6
GO:0060767	BP	epithelial cell proliferation involved in prostate gland development	4
GO:0060768	BP	regulation of epithelial cell proliferation involved in prostate gland development	4
GO:0060769	BP	positive regulation of epithelial cell proliferation involved in prostate gland development	4
GO:0060770	BP	negative regulation of epithelial cell proliferation involved in prostate gland development	4
GO:0060771	BP	phyllotactic patterning	6
GO:0060772	BP	leaf phyllotactic patterning	7
GO:0060773	BP	flower phyllotactic patterning	7
GO:0060774	BP	auxin mediated signaling pathway involved in phyllotactic patterning	6
GO:0060775	BP	planar cell polarity pathway involved in gastrula mediolateral intercalation	7
GO:0060776	BP	simple leaf morphogenesis	6
GO:0060777	BP	compound leaf morphogenesis	6
GO:0060778	BP	primary leaflet morphogenesis	5
GO:0060779	BP	secondary leaflet morphogenesis	5
GO:0060780	BP	intercalary leaflet morphogenesis	5
GO:0060781	BP	mesenchymal cell proliferation involved in prostate gland development	4
GO:0060782	BP	regulation of mesenchymal cell proliferation involved in prostate gland development	4
GO:0060783	BP	mesenchymal smoothened signaling pathway involved in prostate gland development	4
GO:0060784	BP	regulation of cell proliferation involved in tissue homeostasis	4
GO:0060785	BP	regulation of apoptosis involved in tissue homeostasis	6
GO:0060786	BP	regulation of cell differentiation involved in tissue homeostasis	5
GO:0060787	BP	positive regulation of posterior neural plate formation by fibroblast growth factor receptor signaling pathway	4
GO:0060788	BP	ectodermal placode formation	4
GO:0060789	BP	hair follicle placode formation	5
GO:0060790	BP	tooth placode formation	5
GO:0060791	BP	sebaceous gland placode formation	5
GO:0060792	BP	sweat gland development	6
GO:0060793	BP	sweat gland placode formation	5
GO:0060794	BP	leaflet morphogenesis	4
GO:0060795	BP	cell fate commitment involved in formation of primary germ layers	5
GO:0060796	BP	regulation of transcription involved in primary germ layer cell fate commitment	6
GO:0060797	BP	transforming growth factor beta receptor signaling pathway involved in primary germ layer cell fate commitment	6
GO:0060798	BP	transforming growth factor beta receptor signaling pathway involved in mesodermal cell fate specification	6
GO:0060799	BP	transforming growth factor beta receptor signaling pathway involved in endodermal cell fate specification	6
GO:0060800	BP	regulation of cell differentiation involved in embryonic placenta development	5
GO:0060801	BP	negative regulation of trophoblast cell differentiation by transforming growth factor beta signaling pathway	6
GO:0060802	BP	epiblast cell-extraembryonic ectoderm cell signaling involved in anterior/posterior axis specification	4
GO:0060803	BP	BMP signaling pathway involved in mesodermal cell fate specification	6
GO:0060804	BP	positive regulation of Wnt receptor signaling pathway by BMP signaling pathway	6
GO:0060805	BP	negative regulation of trophoblast cell differentiation by transcription regulation from RNA polymerase II promoter	6
GO:0060806	BP	negative regulation of cell differentiation involved in embryonic placenta development	5
GO:0060807	BP	regulation of transcription from RNA polymerase II promoter involved in definitive endodermal cell fate specification	6
GO:0060808	BP	positive regulation of mesodermal to mesenchymal transition involved in gastrulation	6
GO:0060809	BP	mesodermal to mesenchymal transition involved in gastrulation	5
GO:0060810	BP	intracellular mRNA localization involved in pattern specification process	4
GO:0060811	BP	intracellular mRNA localization involved in anterior/posterior axis specification	5
